Title,Year,Budget,Score,Metascore,Genre,Genre1,Genre2,Genre3,Vote,Director,Runtime,Revenue,Description
The Wind and the Lion,1975, ,7,,"Action, Adventure, Drama",Action, Adventure, Drama,7328,John Milius,119,0.00,"In early 20th century Morocco, a Sharif kidnaps an American woman and her children, forcing President Theodore Roosevelt to send in forces to conduct a rescue mission."
The Wind that Shakes the Barley,2006, ,7.5,82,"Drama, War",Drama, War,,41477,Ken Loach,127,1830000.00,"Against the backdrop of the Irish War of Independence, two brothers fight a guerrilla war against British forces."
The Wings of the Dove,1997, ,7.2,73,"Drama, Romance",Drama, Romance,,9638,Iain Softley,102,13720000.00,"An impoverished woman who has been forced to choose between a privileged life with her wealthy aunt and her journalist lover, befriends an American heiress. When she discovers the heiress is attracted to her own lover and is dying, she sees a chance to have both the privileged life she cannot give up and the lover she cannot live without."
The Winslow Boy,1999, ,7.4,79,"Drama, Romance",Drama, Romance,,6858,David Mamet,104,3960000.00,"Following the theft of a postal-order, a fourteen-year old cadet is expelled from Naval College. To save the honour of the boy and his family, the pre-eminent barrister of the day is is engaged to take on the might the Admiralty."
The Witches,1990, ,6.8,,"Adventure, Comedy, Family",Adventure, Comedy, Family,29656,Nicolas Roeg,91,10360000.00,"A young boy stumbles onto a witch convention and must stop them, even after he has been turned into a mouse."
The Witches of Eastwick,1987, ,6.5,67,"Comedy, Fantasy, Horror",Comedy, Fantasy, Horror,54808,George Miller,118,63770000.00,"Three single women in a picturesque village have their wishes granted, at a cost, when a mysterious and flamboyant man arrives in their lives."
The Wiz,1978,24000000.00,5.3,,"Adventure, Family, Fantasy",Adventure, Family, Fantasy,12304,Sidney Lumet,128,21050000.00,"An adaptation of ""The Wizard of Oz"" that tries to capture the essence of the African-American experience."
The Wizard,1989, ,6.1,,"Adventure, Comedy, Drama",Adventure, Comedy, Drama,12062,Todd Holland,96,14280000.00,A boy and his brother run away from home and hitch cross country with the help of a girl they meet to compete in the ultimate video game championship.
The Wizard of Oz,1939, ,8,,"Adventure, Family, Fantasy",Adventure, Family, Fantasy,340733,Victor Fleming,102,22200000.00,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.
The Wolf Man,1941, ,7.4,72,Horror,Horror,,,20069,George Waggner,70,0.00,"A practical man returns to his homeland, is attacked by a creature of folklore, and infected with a horrific disease his disciplined mind tells him can not possibly exist."
The Wolf of Wall Street,2013,100000000.00,8.2,75,"Biography, Comedy, Crime",Biography, Comedy, Crime,983338,Martin Scorsese,180,116900000.00,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
The Wolfman,2010,150000000.00,5.8,43,"Drama, Fantasy, Horror",Drama, Fantasy, Horror,96095,Joe Johnston,103,61980000.00,"Upon his return to his ancestral homeland, an American man is bitten, and subsequently cursed by, a werewolf."
The Wolverine,2013,115000000.00,6.7,61,"Action, Adventure, Sci-Fi",Action, Adventure, Sci-Fi,386792,James Mangold,126,132560000.00,"When Wolverine is summoned to Japan by an old acquaintance, he is embroiled in a conflict that forces him to confront his own demons."
The Woman,2011, ,6,58,Horror,Horror,,,19414,Lucky McKee,101,0.00,"When a successful country lawyer captures and attempts to ""civilize"" the last remaining member of a violent clan that has roamed the Northeast coast for decades, he puts the lives of his family in jeopardy."
The Woman in Black,2012,15000000.00,6.4,62,"Drama, Fantasy, Horror",Drama, Fantasy, Horror,161549,James Watkins,95,54330000.00,A young solicitor travels to a remote village where he discovers the vengeful ghost of a scorned woman is terrorizing the locals.
The Woman in Black 2: Angel of Death,2014, ,4.9,42,"Drama, Horror, Thriller",Drama, Horror, Thriller,23910,Tom Harper,98,26500000.00,"40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrives, awakening the house's darkest inhabitant."
The Woman in Red,1984, ,5.9,55,"Comedy, Romance",Comedy, Romance,,12048,Gene Wilder,87,25300000.00,"On his way to work, Teddy spots Charlotte, an incredibly beautiful Woman in Red. He really wants to meet her, but what would his wife say?"
The Woman in the Window,1944, ,7.8,,"Crime, Drama, FilmNoir",Crime, Drama, FilmNoir,11332,Fritz Lang,107,0.00,"When a conservative middle-aged professor engages in a minor dalliance with a femme fatale, he is plunged into a nightmarish quicksand of blackmail and murder."
The Women,2008,16000000.00,4.9,27,"Comedy, Drama",Comedy, Drama,,18771,Diane English,114,26900000.00,"A wealthy New Yorker wrestles with the decision to leave her cheating husband, as she and her friends discover that women really can have it all."
The Women,1939,16000000.00,8,,"Comedy, Drama",Comedy, Drama,,11104,George Cukor,133,2270000.00,A study of the lives and romantic entanglements of various interconnected women.
The Wood,1999, ,7,52,"Comedy, Drama, Romance",Comedy, Drama, Romance,7372,Rick Famuyiwa,106,25050000.00,"While dealing with a friend's cold feet on his wedding day, a writer reminisces about his youth with his best friends."
The Woods,2006, ,5.7,,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,9853,Lucky McKee,91,0.00,"Set in 1965 New England, a troubled girl encounters mysterious happenings in the woods surrounding an isolated girls school that she was sent to by her disinterested parents."
The Woodsman,2004, ,7.2,72,Drama,Drama,,,29908,Nicole Kassell,87,40000.00,A child molester returns to his hometown after 12 years in prison and attempts to start a new life.
The Words,2012, ,7.1,37,"Drama, Mystery, Romance",Drama, Mystery, Romance,68438,Brian Klugman,102,11490000.00,A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.
The World According to Garp,1982, ,7.2,63,"Comedy, Drama",Comedy, Drama,,22892,George Roy Hill,136,29710000.00,"A struggling young writer finds his life and work dominated by his unfaithful wife and his radical feminist mother, whose best-selling manifesto turns her into a cultural icon."
The World Is Not Enough,1999,135000000.00,6.4,57,"Action, Adventure, Thriller",Action, Adventure, Thriller,171943,Michael Apted,128,126940000.00,"James Bond uncovers a nuclear plot when he protects an oil heiress from her former kidnapper, an international terrorist who can't feel pain."
The World's End,2013,20000000.00,7,81,"Action, Comedy, Sci-Fi",Action, Comedy, Sci-Fi,224099,Edgar Wright,109,26000000.00,Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.
The World's Fastest Indian,2005,25000000.00,7.8,68,"Biography, Drama, Sport",Biography, Drama, Sport,48105,Roger Donaldson,127,5130000.00,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
The Wraith,1986, ,5.9,39,"Action, Horror, Romance",Action, Horror, Romance,12528,Mike Marvin,93,3500000.00,"After a young man is murdered by a road-racing gang of motor-heads, a mysterious fast-driving spirit descends from the sky to take revenge."
The Wrestler,2008, ,7.9,81,"Drama, Sport",Drama, Sport,,273134,Darren Aronofsky,109,26240000.00,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
The Wrong Man,1956, ,7.5,,"Drama, FilmNoir",Drama, FilmNoir,,22136,Alfred Hitchcock,105,0.00,"In 1953, an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber."
The X Files,1998, ,7,60,"Drama, Mystery, Sci-Fi",Drama, Mystery, Sci-Fi,93880,Rob Bowman,121,83900000.00,Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.
The X Files: I Want to Believe,2008, ,5.9,47,"Drama, Horror, Mystery",Drama, Horror, Mystery,84234,Chris Carter,104,20980000.00,Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.
The Yakuza,1974, ,7.3,,"Action, Crime, Drama",Action, Crime, Drama,6525,Sydney Pollack,107,0.00,American private-eye Harry Kilmer returns to Japan to rescue a friend's kidnapped daughter from the clutches of the Yakuza.
The Yards,2000,20000000.00,6.4,58,"Crime, Drama, Romance",Crime, Drama, Romance,17928,James Gray,115,880000.00,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he ...                See full summary?˜??"
The Year of Living Dangerously,1982, ,7.2,65,"Drama, Romance, War",Drama, Romance, War,17487,Peter Weir,115,10280000.00,A young Australian reporter tries to navigate the political turmoil of Indonesia during the rule of President Sukarno with the help of a diminutive photographer.
The Yellow Handkerchief,2008,15500000.00,6.8,62,"Drama, Romance",Drama, Romance,,7410,Udayan Prasad,102,320000.00,A road trip through Louisiana transforms three strangers who were originally brought together by their respective feelings of loneliness.
The Young and Prodigious T.S. Spivet,2013,33000000.00,7.1,53,"Action, Adventure, Comedy",Action, Adventure, Comedy,14705,Jean-Pierre Jeunet,105,100000.00,"A ten-year-old scientist secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother, escapes home, and travels across the country aboard a freight train to receive an award at the Smithsonian Institute."
The Young Lions,1958, ,7.3,,"Action, Drama, War",Action, Drama, War,6398,Edward Dmytryk,167,9960000.00,"WW2 drama that follows the lives of three young men, one German and two Americans, during wartime."
The Young Offenders,2016, ,7.1,,"Adventure, Comedy, Crime",Adventure, Comedy, Crime,7827,Peter Foott,83,0.00,Two teenage boys cycle 160km on stolen bikes pursued by police to find a missing bale of cocaine worth 7 million euro. Set around the real event of Ireland's biggest cocaine seizure in 2007 of 440 million euro.
The Young Victoria,2009,35000000.00,7.3,64,"Biography, Drama, History",Biography, Drama, History,52330,Jean-Marc Vall??e,105,11000000.00,"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert."
The Zero Theorem,2013, ,6.1,50,"Comedy, Drama, Fantasy",Comedy, Drama, Fantasy,40885,Terry Gilliam,107,220000.00,"A hugely talented but socially isolated computer operator is tasked by Management to prove the Zero Theorem: that the universe ends as nothing, rendering life meaningless. But meaning is what he already craves."
The Zodiac,2005, ,5.4,21,"Crime, Drama, Horror",Crime, Drama, Horror,6635,Alexander Bulkley,92,40000.00,"An elusive serial killer known as the Zodiac terrorizes the San Francisco Bay in the late 1960s, while detectives aim to stop him before he claims more victims. Based on a true story."
The Zookeeper's Wife,2017,20000000.00,7,57,"Biography, Drama, History",Biography, Drama, History,28308,Niki Caro,127,17450000.00,"The Zookeeper's Wife tells the account of keepers of the Warsaw Zoo, Antonina and Jan Zabinski, who helped save hundreds of people and animals during the German invasion."
Theatre of Blood,1973, ,7.3,,"Comedy, Drama, Horror",Comedy, Drama, Horror,7952,Douglas Hickox,104,0.00,A Shakespearean actor takes poetic revenge on the critics who denied him recognition.
Theeb,2014, ,7.2,80,"Adventure, Drama, Thriller",Adventure, Drama, Thriller,8497,Naji Abu Nowar,100,280000.00,"In the Ottoman province of Hijaz during World War I, a young Bedouin boy experiences a greatly hastened coming-of-age as he embarks on a perilous desert journey to guide a British officer to his secret destination."
Their Finest,2016, ,6.8,76,"Comedy, Drama, Romance",Comedy, Drama, Romance,13880,Lone Scherfig,117,3600000.00,"A former secretary, newly appointed as a scriptwriter for propaganda films, joins the cast and crew of a major production while the Blitz rages around them."
Thelma,2017, ,7,74,"Drama, Fantasy, Horror",Drama, Fantasy, Horror,17632,Joachim Trier,116,150000.00,A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.
Thelma & Louise,1991, ,7.4,88,"Adventure, Crime, Drama",Adventure, Crime, Drama,117683,Ridley Scott,130,45360000.00,"Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed."
Them!,1954, ,7.3,,"Horror, Sci-Fi",Horror, Sci-Fi,,17395,Gordon Douglas,94,0.00,The earliest atomic tests in New Mexico cause common ants to mutate into giant man-eating monsters that threaten civilization.
Then She Found Me,2007, ,6,56,"Comedy, Drama, Romance",Comedy, Drama, Romance,9177,Helen Hunt,100,3740000.00,"39-year-old April Epner's childish husband and school teacher colleague Benjamin/Ben leaves her, but with her biological clock ticking ever more loudly. Her dying bossy adoptive mother is ...                See full summary?˜??"
There Will Be Blood,2007,25000000.00,8.1,93,Drama,Drama,,,447035,Paul Thomas Anderson,158,40220000.00,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
There's Something About Mary,1998,22000000.00,7.1,69,"Comedy, Romance",Comedy, Romance,,269048,Bobby Farrelly,119,176480000.00,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster."
Theri,2016, ,7.2,,"Action, Drama",Action, Drama,,10343,Atlee Kumar,157,0.00,"When his daughter's life is endangered by a local gang, Joseph Kuruvilla will do whatever it takes to stop them. However, at the same time, his dangerous past slowly resurfaces."
These Final Hours,2013, ,6.7,61,"Drama, Sci-Fi, Thriller",Drama, Sci-Fi, Thriller,13890,Zak Hilditch,87,0.00,"A self-obsessed young man makes his way to the party-to-end-all-parties on the last day on Earth, but ends up saving the life of a little girl searching for her father. Their relationship ultimately leads him on the path to redemption."
Thesis,1996, ,7.5,,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,31898,Alejandro Amen??bar,125,0.00,"While doing a thesis about violence, ?ngela finds a snuff video where a girl is tortured until death. Soon she discovers that the girl was a former student in her faculty..."
They,2002,17000000.00,4.8,31,"Horror, Mystery, Thriller",Horror, Mystery, Thriller,11680,Robert Harmon,89,12840000.00,A psychology student finds all her childhood fears and phobias becoming real after a traumatic event.
They Call Me Trinity,1970, ,7.5,,"Comedy, Western",Comedy, Western,,16495,Enzo Barboni,113,0.00,"A lazy, unorthodox gunfighter and his portly, horse-thieving brother defend a Mormon settlement from a land-grabbing Major, a Mexican bandit, and their henchmen."
They Came Together,2014, ,5.5,60,"Comedy, Romance",Comedy, Romance,,19386,David Wain,83,0.00,A small business owner is about to lose her shop to a major corporate development.
They Drive by Night,1940, ,7.3,,"Crime, Drama, FilmNoir",Crime, Drama, FilmNoir,6174,Raoul Walsh,95,0.00,"When one of 2 truck driving brothers loses an arm, they both join a transport company where later, the other is falsely charged as an accessory in the murder of the owner."
They Live,1988, ,7.3,52,"Action, Horror, Sci-Fi",Action, Horror, Sci-Fi,91490,John Carpenter,94,13010000.00,A drifter discovers a pair of sunglasses that allow him to wake up to the fact that aliens have taken over the Earth.
"They Shoot Horses, Don't They?",1969, ,7.9,,Drama,Drama,,,14132,Sydney Pollack,129,0.00,The lives of a disparate group of contestants intertwine in an inhumanely grueling dance marathon.
They Were Expendable,1945, ,7.3,,"Drama, War",Drama, War,,6678,John Ford,135,0.00,The PT boat unit Motor Torpedo Boat Squadron Three defends the Philippines from Japanese invasion during World War II.
Thick as Thieves,2009, ,6,,"Action, Crime, Thriller",Action, Crime, Thriller,31435,Mimi Leder,104,0.00,A veteran thief recruits a younger crook to help him pull off one final job in order to repay his debt to the Russian mob.
Thief,1981, ,7.4,78,"Action, Crime, Drama",Action, Crime, Drama,20547,Michael Mann,123,11490000.00,"Coming closer to his dream of leading a normal life, a professional safecracker agrees to do a job for the Mafia, who has other plans for him."
Things to Come,1936, ,6.7,,"Drama, Sci-Fi, War",Drama, Sci-Fi, War,6033,William Cameron Menzies,117,0.00,"The story of a century: a decades-long second World War leaves plague and anarchy, then a rational state rebuilds civilization and attempts space travel."
Things to Do in Denver When You're Dead,1995,15000000.00,6.8,46,"Crime, Drama",Crime, Drama,,24228,Gary Fleder,115,530000.00,Five different criminals face imminent death after botching a job quite badly.
Things We Lost in the Fire,2007,16000000.00,7.2,63,Drama,Drama,,,26250,Susanne Bier,118,3290000.00,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss."
Things You Can Tell Just by Looking at Her,2000, ,6.5,76,"Drama, Romance",Drama, Romance,,6177,Rodrigo Garc??a,109,0.00,"Five loosely intertwined stories of the emotional issues facing individual middle-aged Angelenas are presented. In ""This Is Dr. Keener"", physician Elaine Keener is spending the day taking ...                See full summary?˜??"
Think Like a Man,2012,12000000.00,6.6,51,"Comedy, Romance",Comedy, Romance,,40010,Tim Story,122,91550000.00,Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.
Think Like a Man Too,2014,24000000.00,5.8,38,"Comedy, Romance",Comedy, Romance,,17920,Tim Story,106,65180000.00,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event."
Thinner,1996,14000000.00,5.7,33,"Fantasy, Horror",Fantasy, Horror,,24051,Tom Holland,93,15170000.00,An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.
Thir13en Ghosts,2001, ,5.6,30,Horror,Horror,,,72406,Steve Beck,91,41870000.00,"When Cyrus Kriticos, a very rich collector of unique things dies, he leaves it all to his nephew and his family. All including his house, his fortune, and his malicious collection of ghosts!"
Third Person,2013, ,6.4,38,"Drama, Romance",Drama, Romance,,24255,Paul Haggis,137,1020000.00,"Three interlocking love stories involving three couples in three cities: Rome, Paris, and New York."
Third Star,2010, ,7.6,,Drama,Drama,,,6164,Hattie Dalton,92,0.00,"James and his three closest lifelong friends go on an ill-advised trip to the stunning coastal area of Barafundle Bay in West Wales. What follows is a touching and comical adventure dealing with friendship, heroism and love."
Thirteen,2003, ,6.8,70,Drama,Drama,,,74533,Catherine Hardwicke,100,4600000.00,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend."
Thirteen Conversations About One Thing,2001, ,7.1,74,Drama,Drama,,,9099,Jill Sprecher,104,3290000.00,"In New York City, the lives of a lawyer, an actuary, a house-cleaner, a professor and the people around them intersect as they ponder order and happiness in the face of life's cold unpredictability."
Thirteen Days,2000,80000000.00,7.3,67,"Drama, History, Thriller",Drama, History, Thriller,49651,Roger Donaldson,145,34590000.00,"In October 1962, the Kennedy administration struggles to contain the Cuban Missile Crisis."
This Boy's Life,1993, ,7.3,60,"Biography, Drama",Biography, Drama,,41223,Michael Caton-Jones,115,4100000.00,"The story about the relationship between a rebellious 1950s teenager and his abusive stepfather, based on the memoirs of writer and literature Professor Tobias Wolff."
This Christmas,2007,13000000.00,6.2,63,"Comedy, Drama, Romance",Comedy, Drama, Romance,7388,Preston A. Whitmore II,117,49120000.00,A Christmastime drama centered around the Whitfield family's first holiday together in four years.
This Gun for Hire,1942, ,7.5,,"Crime, Drama, FilmNoir",Crime, Drama, FilmNoir,6999,Frank Tuttle,81,0.00,"When assassin Philip Raven shoots a blackmailer and his beautiful female companion dead, he is paid off in marked bills by his treasonous employer who is working with foreign spies."
This Is 40,2012,35000000.00,6.2,59,"Comedy, Romance",Comedy, Romance,,115871,Judd Apatow,134,67540000.00,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart."
This Is England,2006, ,7.7,86,"Crime, Drama",Crime, Drama,,107934,Shane Meadows,101,330000.00,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
This Is Spinal Tap,1984, ,8,91,"Comedy, Music",Comedy, Music,,117304,Rob Reiner,82,190000.00,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour."
This is the End,2013,32000000.00,6.6,67,"Comedy, Fantasy",Comedy, Fantasy,,351249,Evan Goldberg,107,101470000.00,"6 Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only will have to face with the apocalypse, but with themselves."
This Is Where I Leave You,2014,20000000.00,6.6,44,"Comedy, Drama",Comedy, Drama,,63428,Shawn Levy,103,34290000.00,"When their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof together for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens."
This Island Earth,1955, ,5.9,,"Horror, Mystery, Sci-Fi",Horror, Mystery, Sci-Fi,7796,Joseph M. Newman,86,0.00,Aliens come to Earth seeking scientists to help them in their war.
This Means War,2012,65000000.00,6.3,31,"Action, Comedy, Romance",Action, Comedy, Romance,164059,McG,103,54760000.00,A pair of C.I.A. operatives wage an epic battle against one another when they discover they are dating the same woman.
This Must Be the Place,2011, ,6.7,61,"Comedy, Drama",Comedy, Drama,,29654,Paolo Sorrentino,118,140000.00,"Cheyenne, a retired rock star living off his royalties in Dublin, returns to New York City to find the man responsible for a humiliation suffered by his recently deceased father during W.W.II."
Thor,2011,150000000.00,7,57,"Action, Adventure, Fantasy",Action, Adventure, Fantasy,641916,Kenneth Branagh,115,181030000.00,"The powerful, but arrogant god Thor, is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders."
Thor: Ragnarok,2017,180000000.00,7.9,74,"Action, Adventure, Comedy",Action, Adventure, Comedy,398937,Taika Waititi,130,315060000.00,"Thor is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnar??k, the destruction of his world, at the hands of the powerful and ruthless villain Hela."
Thor: The Dark World,2013,150000000.00,7,54,"Action, Adventure, Fantasy",Action, Adventure, Fantasy,506030,Alan Taylor,112,206360000.00,"When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves."
Thoroughbreds,2017, ,6.8,75,"Comedy, Crime, Drama",Comedy, Crime, Drama,18852,Cory Finley,92,2830000.00,"Two upper-class teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. Together, they hatch a plan to solve both of their problems-no matter what the cost."
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965, ,7,,"Adventure, Comedy, Family",Adventure, Comedy, Family,6512,Ken Annakin,138,31110000.00,Sabotage efforts damage an international air race.
Three - III,2005, ,5,,"Adventure, Drama, Horror",Adventure, Drama, Horror,8321,Stewart Raffill,95,0.00,Three people - a rich couple and a crew member - are shipwrecked on a tropical island and their subsequent fight for survival becomes even tougher when they begin to turn on each other.
"Three Billboards Outside Ebbing, Missouri",2017,12000000.00,8.2,88,"Comedy, Crime, Drama",Comedy, Crime, Drama,289654,Martin McDonagh,115,54510000.00,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
Three Burials,2005, ,7.4,77,"Adventure, Crime, Drama",Adventure, Crime, Drama,36421,Tommy Lee Jones,121,5020000.00,Ranch hand Pete Perkins looks to fulfill the promise to his recently deceased best friend by burying him in his hometown in Mexico.
Three Colours: Blue,1993, ,8,85,"Drama, Music, Mystery",Drama, Music, Mystery,74758,Krzysztof Kieslowski,98,1320000.00,A woman struggles to find a way to live her life after the death of her husband and child.
Three Colours: Red,1994, ,8.1,,"Drama, Mystery, Romance",Drama, Mystery, Romance,76516,Krzysztof Kieslowski,99,4040000.00,A model discovers her neighbor is keen on invading people's privacy.
Three Colours: White,1994, ,7.7,88,"Comedy, Drama, Romance",Comedy, Drama, Romance,53268,Krzysztof Kieslowski,92,1460000.00,"After his wife divorces him, a Polish immigrant plots to get even with her."
Three Days of the Condor,1975, ,7.5,63,"Mystery, Thriller",Mystery, Thriller,,41130,Sydney Pollack,117,41510000.00,"A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust."
Three Fugitives,1989, ,6.1,40,"Action, Comedy",Action, Comedy,,9678,Francis Veber,96,40590000.00,"A reformed bank robber is taken hostage by a desperate man during a bank hold up, but is forced to go on the run with his captor when they're both mistakenly thought to be in cahoots."
Three Godfathers,1948, ,7.2,,"Drama, Western",Drama, Western,,7166,John Ford,106,0.00,When 3 outlaws on the run find a dying woman and her newborn baby in the desert they vow to save the child.
Three Kings,1999,48000000.00,7.1,82,"Action, Adventure, Comedy",Action, Adventure, Comedy,150030,David O. Russell,114,60650000.00,"In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help."
Three O'Clock High,1987, ,7.2,36,Comedy,Comedy,,,9491,Phil Joanou,97,3690000.00,"A nerd gets himself in hot water with the new bully, a quiet bad boy who challenges him to fight on the grounds of their high school after the day's end."
Three to Tango,1999,20000000.00,6.1,36,"Comedy, Romance",Comedy, Romance,,17345,Damon Santostefano,98,10540000.00,"A rich businessman's assumption that his new colleague is gay leads him to ask the man to keep an eye on his mistress. However, the man is not gay, and begins to fall for the woman himself."
Three Wishes for Cinderella,1973, ,7.9,,"Drama, Fantasy, Family",Drama, Fantasy, Family,6904,V??clav Vorl??cek,75,0.00,Life changes dramatically for a Czech housemaid when the house driver gives her three magical hazel nuts.
Threesome,1994, ,6.2,,"Comedy, Romance, Drama",Comedy, Romance, Drama,11754,Andrew Fleming,89,14820000.00,"Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, ...                See full summary?˜??"
Thriller - en grym film,1973, ,6.5,,"Action, Thriller",Action, Thriller,,6043,Bo Arne Vibenius,104,0.00,"A young woman, muted after a sexual assault as a child, is trained to seek violent revenge on those who have wronged her after being kidnapped and forced to work as a prostitute."
Throne of Blood,1957, ,8.1,,Drama,Drama,,,38390,Akira Kurosawa,110,0.00,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle."
Throw Momma from the Train,1987, ,6.2,56,"Comedy, Crime, Thriller",Comedy, Crime, Thriller,29924,Danny DeVito,88,57920000.00,A bitter ex-husband wants his former spouse dead. A put-upon momma's boy wants his mother dead. Who will pull it off?
Thumbelina,1994, ,6.4,,"Animation, Family, Fantasy",Animation, Family, Fantasy,13310,Don Bluth,86,11370000.00,The tiny girl meets a fairy prince who saves her from the creatures of the woods.
Thumbsucker,2005, ,6.6,69,"Comedy, Drama",Comedy, Drama,,19854,Mike Mills,96,1330000.00,Justin throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.
Thunderball,1965,9000000.00,7,64,"Action, Adventure, Thriller",Action, Adventure, Thriller,92485,Terence Young,130,63600000.00,James Bond heads to The Bahamas to recover two nuclear warheads stolen by SPECTRE agent Emilio Largo in an international extortion scheme.
Thunderbirds,2004,55000000.00,4.2,36,"Action, Adventure, Comedy",Action, Adventure, Comedy,12190,Jonathan Frakes,95,6770000.00,"When The Hood finds and invades International Rescue's secret base and traps most of the Tracy family, only young Alan Tracy and his friends can save the day."
Thunderbolt and Lightfoot,1974, ,7.1,62,"Comedy, Crime, Drama",Comedy, Crime, Drama,18645,Michael Cimino,115,25000000.00,"With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organize a daring new heist."
Thunderheart,1992, ,6.8,,"Crime, Mystery, Thriller",Crime, Mystery, Thriller,12631,Michael Apted,119,22660000.00,A young mixed-blood FBI agent is assigned to work with a cynical veteran investigator on a murder on a poverty-stricken Sioux reservation.
Thuppakki,2012, ,7.9,,"Action, Thriller",Action, Thriller,,20213,A.R. Murugadoss,165,0.00,An army captain is on a mission to track down and destroy a terrorist gang and deactivate the sleeper cells under its command.
Thursday,1998, ,7.2,,"Action, Comedy, Crime",Action, Comedy, Crime,15614,Skip Woods,87,0.00,"The movie opens in a Los Angeles convenience store one late Monday night, where a smalltime drug dealer named Nick (Aaron Eckhart) is trying to decide what coffee brand to buy. His ex-lover...                See full summary?˜??"
THX 1138,1971, ,6.8,75,"Drama, Sci-Fi, Thriller",Drama, Sci-Fi, Thriller,43582,George Lucas,86,2440000.00,"In the twenty-fifth century, a time when people have designations instead of names, a man, THX 1138, and a woman, LUH 3417, rebel against their rigidly controlled society."
Tian jiang xiong shi,2015,65000000.00,6,41,"Action, Adventure, Drama",Action, Adventure, Drama,15879,Daniel Lee,127,70000.00,"When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends."
Tian zhu ding,2013, ,7.1,76,"Action, Drama",Action, Drama,,8618,Zhangke Jia,130,90000.00,Four independent stories set in modern China about random acts of violence.
